frame,t_raw_s,utc,lum_mean,r_mean,g_mean,b_mean,roi_lum_mean,lum_max
-1,612457.98877199,2026-09-06T19:59:56.998570+00:00,anchor,anchor,anchor,anchor,anchor,anchor
267,612486.232193,2026-09-06T20:00:25.310646+00:00,50.249,88.275,23.132,90.147,59.571,255
268,612486.338888,2026-09-06T20:00:25.419289+00:00,50.370,88.396,23.301,90.019,59.610,255
269,612486.445813,2026-09-06T20:00:25.524244+00:00,50.703,89.058,23.474,90.304,59.960,255
270,612486.551156,2026-09-06T20:00:25.629840+00:00,51.669,91.123,23.886,91.250,60.902,255
271,612486.658048,2026-09-06T20:00:25.737464+00:00,50.658,88.951,23.460,90.271,59.821,255
272,612486.764872,2026-09-06T20:00:25.843597+00:00,50.795,89.213,23.572,90.209,59.963,255
273,612486.868682,2026-09-06T20:00:25.947755+00:00,50.490,88.626,23.364,90.141,59.611,255
274,612486.974745,2026-09-06T20:00:26.053674+00:00,50.571,88.839,23.366,90.284,59.741,255
275,612487.079317,2026-09-06T20:00:26.158233+00:00,50.834,89.325,23.548,90.378,60.136,255
276,612487.184040,2026-09-06T20:00:26.263853+00:00,51.864,91.550,23.932,91.602,61.022,255
277,612487.292523,2026-09-06T20:00:26.371881+00:00,51.119,89.999,23.586,90.918,60.197,255
278,612487.396570,2026-09-06T20:00:26.474790+00:00,50.574,88.900,23.300,90.483,59.608,255
279,612487.501816,2026-09-06T20:00:26.582009+00:00,51.451,90.684,23.732,91.279,60.589,255
280,612487.608639,2026-09-06T20:00:26.686582+00:00,50.257,88.228,23.173,90.126,59.538,255
281,612487.712939,2026-09-06T20:00:26.790893+00:00,51.034,89.824,23.602,90.548,60.466,255
282,612487.818318,2026-09-06T20:00:26.897965+00:00,51.657,91.054,23.921,91.144,61.043,255
283,612487.924296,2026-09-06T20:00:27.002559+00:00,51.253,90.244,23.694,90.894,60.581,255
284,612488.029469,2026-09-06T20:00:27.108580+00:00,51.713,91.192,23.938,91.189,61.056,255
285,612488.135257,2026-09-06T20:00:27.213514+00:00,51.131,90.018,23.623,90.783,60.397,255
286,612488.239223,2026-09-06T20:00:27.317977+00:00,50.911,89.568,23.512,90.600,60.196,255
287,612488.343691,2026-09-06T20:00:27.423082+00:00,51.609,90.952,23.865,91.280,60.809,255
288,612488.451589,2026-09-06T20:00:27.530294+00:00,50.838,89.398,23.450,90.730,59.981,255
289,612488.555603,2026-09-06T20:00:27.633799+00:00,51.220,90.195,23.662,90.900,60.393,255
290,612488.660488,2026-09-06T20:00:27.740197+00:00,50.865,89.470,23.453,90.757,60.085,255
291,612488.767535,2026-09-06T20:00:27.845300+00:00,51.184,90.147,23.590,91.079,60.334,255
292,612488.871178,2026-09-06T20:00:27.949224+00:00,51.149,90.060,23.627,90.805,60.408,255
293,612488.977468,2026-09-06T20:00:28.056029+00:00,52.259,92.363,24.159,91.761,61.500,255
294,612489.082750,2026-09-06T20:00:28.160988+00:00,51.964,91.708,24.049,91.464,61.215,255
295,612489.186875,2026-09-06T20:00:28.266546+00:00,51.418,90.619,23.743,91.102,60.696,255
296,612489.293667,2026-09-06T20:00:28.372146+00:00,52.740,93.354,24.411,92.089,62.035,255
297,612489.398431,2026-09-06T20:00:28.477548+00:00,51.726,91.238,23.939,91.177,61.135,255
298,612489.504082,2026-09-06T20:00:28.582998+00:00,51.246,90.260,23.646,91.037,60.626,255
299,612489.609976,2026-09-06T20:00:28.687740+00:00,51.743,91.304,23.915,91.275,61.157,255
300,612489.715033,2026-09-06T20:00:28.794232+00:00,50.776,89.347,23.388,90.636,60.140,255
301,612489.820382,2026-09-06T20:00:28.900299+00:00,50.923,89.609,23.464,90.844,60.211,255
302,612489.927197,2026-09-06T20:00:29.005106+00:00,51.098,89.954,23.555,91.007,60.390,255
303,612490.031128,2026-09-06T20:00:29.109410+00:00,51.949,91.616,24.101,91.300,61.353,255
304,612490.136108,2026-09-06T20:00:29.214984+00:00,51.736,91.235,23.931,91.305,61.150,255
305,612490.241540,2026-09-06T20:00:29.319867+00:00,51.542,90.900,23.754,91.394,60.993,255
306,612490.345537,2026-09-06T20:00:29.424470+00:00,51.623,90.990,23.865,91.306,61.124,255
307,612490.451609,2026-09-06T20:00:29.529791+00:00,50.975,89.645,23.589,90.565,60.515,255
308,612490.555929,2026-09-06T20:00:29.634904+00:00,51.500,90.753,23.814,91.102,61.010,255
309,612490.662895,2026-09-06T20:00:29.742904+00:00,51.414,90.592,23.772,90.988,60.962,255
310,612490.770663,2026-09-06T20:00:29.848358+00:00,52.098,91.946,24.151,91.486,61.714,255
311,612490.876046,2026-09-06T20:00:29.954976+00:00,51.229,90.220,23.690,90.769,60.859,255
312,612490.981235,2026-09-06T20:00:30.060860+00:00,51.652,91.086,23.897,91.139,61.316,255
313,612491.088502,2026-09-06T20:00:30.165646+00:00,52.482,92.720,24.352,91.788,62.138,255
314,612491.191362,2026-09-06T20:00:30.269192+00:00,51.672,91.096,23.892,91.318,61.263,255
315,612491.297771,2026-09-06T20:00:30.376967+00:00,52.084,91.935,24.142,91.446,61.746,255
316,612491.403949,2026-09-06T20:00:30.481705+00:00,52.388,92.552,24.329,91.528,62.121,255
317,612491.507648,2026-09-06T20:00:30.587440+00:00,52.127,92.008,24.192,91.366,61.900,255
318,612491.614472,2026-09-06T20:00:30.692865+00:00,52.501,92.792,24.403,91.510,62.366,255
319,612491.717731,2026-09-06T20:00:30.796258+00:00,52.482,92.749,24.390,91.516,62.401,255
320,612491.823837,2026-09-06T20:00:30.903916+00:00,52.457,92.641,24.432,91.364,62.303,255
321,612491.931742,2026-09-06T20:00:31.009763+00:00,52.084,91.901,24.210,91.183,61.848,255
322,612492.035966,2026-09-06T20:00:31.114500+00:00,52.252,92.267,24.223,91.619,61.876,255
323,612492.142056,2026-09-06T20:00:31.222577+00:00,53.174,94.202,24.679,92.284,62.800,255
324,612492.250269,2026-09-06T20:00:31.328326+00:00,52.154,91.970,24.309,91.107,61.897,255
325,612492.353893,2026-09-06T20:00:31.432398+00:00,51.245,90.298,23.624,91.041,60.833,255
326,612492.459652,2026-09-06T20:00:31.539391+00:00,51.162,90.083,23.618,90.910,60.721,255
327,612492.567330,2026-09-06T20:00:31.645538+00:00,51.373,90.494,23.745,91.028,60.889,255
328,612492.671330,2026-09-06T20:00:31.750015+00:00,52.591,93.001,24.345,92.049,62.010,255
329,612492.778147,2026-09-06T20:00:31.857497+00:00,53.077,93.979,24.642,92.221,62.539,255
330,612492.884836,2026-09-06T20:00:31.962593+00:00,53.770,95.375,25.044,92.562,63.355,255
331,612492.987681,2026-09-06T20:00:32.065959+00:00,54.066,95.969,25.198,92.807,63.644,255
332,612493.093904,2026-09-06T20:00:32.172550+00:00,54.266,96.526,25.193,93.121,63.819,255
333,612493.197450,2026-09-06T20:00:32.275582+00:00,52.645,93.118,24.377,92.049,62.154,255
334,612493.302077,2026-09-06T20:00:32.381755+00:00,52.146,92.072,24.154,91.562,61.680,255
335,612493.408718,2026-09-06T20:00:32.486384+00:00,52.666,93.206,24.350,92.138,62.124,255
336,612493.512385,2026-09-06T20:00:32.590445+00:00,52.026,91.847,24.063,91.568,61.518,255
337,612493.619547,2026-09-06T20:00:32.700071+00:00,51.808,91.348,24.022,91.174,61.312,255
338,612493.726636,2026-09-06T20:00:32.804138+00:00,52.529,92.847,24.356,91.851,61.956,255
339,612493.829909,2026-09-06T20:00:32.908159+00:00,52.489,92.855,24.264,91.952,61.890,255
340,612493.936044,2026-09-06T20:00:33.014703+00:00,52.525,92.848,24.342,91.886,61.938,255
341,612494.042620,2026-09-06T20:00:33.121302+00:00,51.930,91.720,23.933,91.726,61.201,255
342,612494.146183,2026-09-06T20:00:33.224860+00:00,52.165,92.183,24.043,92.010,61.455,255
343,612494.252990,2026-09-06T20:00:33.331547+00:00,53.182,94.208,24.660,92.438,62.604,255
344,612494.356213,2026-09-06T20:00:33.434683+00:00,52.332,92.447,24.228,91.828,61.816,255
345,612494.460996,2026-09-06T20:00:33.541397+00:00,52.039,91.895,24.056,91.591,61.442,255
346,612494.568107,2026-09-06T20:00:33.645336+00:00,52.455,92.767,24.215,92.136,61.839,255
347,612494.672008,2026-09-06T20:00:33.750197+00:00,52.993,93.756,24.622,92.162,62.490,255
348,612494.778006,2026-09-06T20:00:33.856658+00:00,51.962,91.722,24.055,91.378,61.471,255
349,612494.882788,2026-09-06T20:00:33.960582+00:00,52.306,92.399,24.232,91.711,61.868,255
350,612494.986326,2026-09-06T20:00:34.064210+00:00,52.805,93.455,24.447,92.209,62.375,255
351,612495.091234,2026-09-06T20:00:34.168693+00:00,52.302,92.576,24.065,92.073,61.774,255
352,612495.195330,2026-09-06T20:00:34.273670+00:00,52.257,92.368,24.119,91.944,61.689,255
353,612495.300025,2026-09-06T20:00:34.379754+00:00,50.946,89.698,23.418,91.051,60.296,255
354,612495.406041,2026-09-06T20:00:34.483617+00:00,51.837,91.440,23.952,91.552,61.278,255
355,612495.510543,2026-09-06T20:00:34.589304+00:00,49.814,87.361,22.889,89.976,59.146,255
356,612495.615802,2026-09-06T20:00:34.693618+00:00,50.690,89.065,23.374,90.688,60.101,255
357,612495.719545,2026-09-06T20:00:34.798015+00:00,51.175,90.069,23.643,90.928,60.633,255
358,612495.824132,2026-09-06T20:00:34.902667+00:00,50.516,88.720,23.311,90.391,59.939,255
359,612495.931755,2026-09-06T20:00:35.010124+00:00,49.465,86.601,22.743,89.657,58.811,255
360,612496.035504,2026-09-06T20:00:35.113045+00:00,50.596,88.825,23.356,90.589,60.005,255
361,612496.140942,2026-09-06T20:00:35.220034+00:00,51.387,90.380,23.855,90.881,60.920,255
362,612496.249676,2026-09-06T20:00:35.327643+00:00,50.803,89.100,23.679,90.019,60.477,255
363,612496.353137,2026-09-06T20:00:35.430383+00:00,51.060,89.717,23.698,90.558,60.652,255
364,612496.458357,2026-09-06T20:00:35.537118+00:00,50.919,89.447,23.611,90.477,60.553,255
365,612496.563509,2026-09-06T20:00:35.642034+00:00,51.782,91.262,24.020,91.182,61.515,255
366,612496.668576,2026-09-06T20:00:35.747885+00:00,51.521,90.722,23.847,91.203,61.130,255
367,612496.776664,2026-09-06T20:00:35.855547+00:00,51.441,90.515,23.874,90.908,61.074,255
368,612496.882176,2026-09-06T20:00:35.960486+00:00,50.541,88.732,23.363,90.313,60.131,255
369,612496.986755,2026-09-06T20:00:36.065001+00:00,50.942,89.598,23.522,90.740,60.517,255
370,612497.092177,2026-09-06T20:00:36.170555+00:00,52.340,92.395,24.278,91.780,62.013,255
371,612497.197382,2026-09-06T20:00:36.276666+00:00,51.166,90.038,23.672,90.781,60.880,255
372,612497.302972,2026-09-06T20:00:36.382367+00:00,49.809,87.224,23.038,89.525,59.367,255
373,612497.410862,2026-09-06T20:00:36.490553+00:00,50.401,88.379,23.368,89.989,59.998,255
374,612497.517253,2026-09-06T20:00:36.596192+00:00,50.809,89.223,23.564,90.346,60.419,255
375,612497.622265,2026-09-06T20:00:36.702262+00:00,51.089,89.856,23.646,90.714,60.638,255
376,612497.729659,2026-09-06T20:00:36.807242+00:00,51.557,90.819,23.884,91.074,61.080,255
377,612497.832729,2026-09-06T20:00:36.910318+00:00,51.629,90.930,23.920,91.226,61.108,255
378,612497.938979,2026-09-06T20:00:37.018517+00:00,50.617,88.907,23.382,90.428,60.056,255
379,612498.045743,2026-09-06T20:00:37.123489+00:00,50.957,89.590,23.571,90.644,60.413,255
380,612498.150716,2026-09-06T20:00:37.229413+00:00,51.668,90.889,24.074,90.886,61.234,255
381,612498.256901,2026-09-06T20:00:37.335247+00:00,52.293,92.274,24.284,91.651,61.765,255
382,612498.363557,2026-09-06T20:00:37.441981+00:00,51.221,90.023,23.798,90.655,60.716,255
383,612498.468390,2026-09-06T20:00:37.546984+00:00,50.627,88.747,23.586,89.881,60.334,255
384,612498.575850,2026-09-06T20:00:37.655300+00:00,51.393,90.319,23.977,90.459,61.143,255
385,612498.683166,2026-09-06T20:00:37.761259+00:00,51.125,89.735,23.899,90.050,60.982,255
386,612498.788057,2026-09-06T20:00:37.866912+00:00,51.244,90.016,23.905,90.331,61.053,255
387,612498.894974,2026-09-06T20:00:37.973040+00:00,50.635,88.831,23.562,89.852,60.396,255
388,612498.997715,2026-09-06T20:00:38.076181+00:00,50.905,89.411,23.641,90.295,60.590,255
389,612499.103887,2026-09-06T20:00:38.183759+00:00,51.554,90.710,23.980,90.837,61.247,255
390,612499.211780,2026-09-06T20:00:38.290115+00:00,51.924,91.483,24.171,91.066,61.654,255
391,612499.315343,2026-09-06T20:00:38.393747+00:00,52.332,92.371,24.331,91.500,62.032,255
392,612499.420842,2026-09-06T20:00:38.500550+00:00,52.603,92.943,24.453,91.750,62.358,255
393,612499.528664,2026-09-06T20:00:38.606595+00:00,52.018,91.763,24.143,91.311,61.850,255
394,612499.632617,2026-09-06T20:00:38.710701+00:00,52.018,91.775,24.130,91.344,61.794,255
395,612499.739717,2026-09-06T20:00:38.820102+00:00,53.091,94.025,24.607,92.395,62.785,255
396,612499.847076,2026-09-06T20:00:38.924960+00:00,52.591,92.899,24.456,91.744,62.413,255
397,612499.951532,2026-09-06T20:00:39.029853+00:00,52.295,92.287,24.296,91.570,62.064,255
398,612500.056613,2026-09-06T20:00:39.134769+00:00,51.872,91.472,24.079,91.119,61.702,255
399,612500.161457,2026-09-06T20:00:39.239740+00:00,51.164,90.053,23.687,90.644,61.055,255
400,612500.265906,2026-09-06T20:00:39.344355+00:00,50.959,89.610,23.607,90.428,60.924,255
401,612500.372663,2026-09-06T20:00:39.450839+00:00,51.172,90.043,23.707,90.647,61.076,255
402,612500.477977,2026-09-06T20:00:39.556923+00:00,51.110,89.922,23.674,90.582,60.965,255
403,612500.583149,2026-09-06T20:00:39.662793+00:00,51.838,91.401,24.038,91.216,61.657,255
404,612500.690430,2026-09-06T20:00:39.768312+00:00,51.849,91.443,24.041,91.188,61.683,255
405,612500.794134,2026-09-06T20:00:39.872237+00:00,51.957,91.702,24.026,91.530,61.714,255
406,612500.899590,2026-09-06T20:00:39.978389+00:00,51.536,90.790,23.887,90.946,61.356,255
407,612501.005679,2026-09-06T20:00:40.083615+00:00,51.510,90.778,23.782,91.290,61.288,255
408,612501.109128,2026-09-06T20:00:40.187339+00:00,52.760,93.344,24.427,92.202,62.538,255
409,612501.215920,2026-09-06T20:00:40.294943+00:00,51.051,89.744,23.675,90.529,60.828,255
410,612501.321010,2026-09-06T20:00:40.399879+00:00,51.128,89.947,23.647,90.813,60.774,255
411,612501.426638,2026-09-06T20:00:40.504879+00:00,51.231,90.100,23.769,90.690,60.982,255
412,612501.532395,2026-09-06T20:00:40.610787+00:00,51.541,90.778,23.882,91.053,61.203,255
413,612501.637068,2026-09-06T20:00:40.715444+00:00,52.368,92.420,24.305,91.816,61.949,255
414,612501.742194,2026-09-06T20:00:40.822272+00:00,52.065,91.821,24.151,91.522,61.668,255
415,612501.850414,2026-09-06T20:00:40.928480+00:00,51.440,90.498,23.880,90.903,61.035,255
416,612501.956318,2026-09-06T20:00:41.035899+00:00,51.212,90.121,23.677,90.944,60.654,255
417,612502.065012,2026-09-06T20:00:41.144109+00:00,50.651,88.849,23.528,90.125,60.134,255
418,612502.172006,2026-09-06T20:00:41.251133+00:00,51.498,90.577,23.934,90.929,60.977,255
419,612502.284490,2026-09-06T20:00:41.365096+00:00,50.629,88.832,23.455,90.351,60.043,255
420,612502.403590,2026-09-06T20:00:41.490698+00:00,51.849,91.320,24.067,91.374,61.288,255
421,612502.516185,2026-09-06T20:00:41.594974+00:00,52.636,92.987,24.434,92.023,62.137,255
422,612502.622068,2026-09-06T20:00:41.701895+00:00,50.400,88.380,23.335,90.148,59.981,255
423,612502.731142,2026-09-06T20:00:41.809709+00:00,51.771,91.230,23.976,91.396,61.333,255
424,612502.835835,2026-09-06T20:00:41.914222+00:00,51.471,90.638,23.817,91.141,61.119,255
425,612502.943114,2026-09-06T20:00:42.022874+00:00,52.570,92.828,24.413,91.969,62.285,255
426,612503.050574,2026-09-06T20:00:42.127742+00:00,51.767,91.234,23.993,91.265,61.538,255
427,612503.155606,2026-09-06T20:00:42.234542+00:00,50.837,89.238,23.606,90.342,60.652,255
428,612503.261196,2026-09-06T20:00:42.341069+00:00,51.129,89.958,23.638,90.839,60.803,255
429,612503.368021,2026-09-06T20:00:42.446167+00:00,51.119,89.951,23.641,90.763,60.863,255
430,612503.473846,2026-09-06T20:00:42.552274+00:00,51.101,89.844,23.698,90.587,60.889,255
431,612503.579663,2026-09-06T20:00:42.658597+00:00,51.163,90.005,23.711,90.640,60.905,255
432,612503.686105,2026-09-06T20:00:42.764135+00:00,52.237,92.099,24.355,91.258,62.005,255
433,612503.789939,2026-09-06T20:00:42.868515+00:00,51.170,90.071,23.656,90.820,60.837,255
434,612503.895207,2026-09-06T20:00:42.973216+00:00,51.967,91.650,24.095,91.400,61.683,255
435,612503.998343,2026-09-06T20:00:43.076481+00:00,51.062,89.849,23.602,90.727,60.738,255
436,612504.102712,2026-09-06T20:00:43.182084+00:00,51.205,90.113,23.696,90.805,60.938,255
437,612504.210765,2026-09-06T20:00:43.289260+00:00,50.675,89.064,23.388,90.495,60.328,255
438,612504.314189,2026-09-06T20:00:43.391515+00:00,51.304,90.318,23.725,90.987,60.988,255
439,612504.420628,2026-09-06T20:00:43.501222+00:00,51.824,91.365,24.004,91.360,61.481,255
440,612504.529463,2026-09-06T20:00:43.607123+00:00,51.367,90.381,23.823,90.862,61.051,255
441,612504.632841,2026-09-06T20:00:43.710383+00:00,51.124,89.973,23.619,90.854,60.738,255
442,612504.738192,2026-09-06T20:00:43.817336+00:00,50.756,89.103,23.547,90.285,60.453,255
443,612504.845026,2026-09-06T20:00:43.922851+00:00,51.685,90.961,24.038,91.022,61.372,255
444,612504.949796,2026-09-06T20:00:44.028747+00:00,51.321,90.343,23.734,91.020,60.937,255
445,612505.055771,2026-09-06T20:00:44.133841+00:00,51.289,90.248,23.712,91.108,60.895,255
446,612505.159182,2026-09-06T20:00:44.237434+00:00,51.114,89.934,23.618,90.877,60.744,255
447,612505.264338,2026-09-06T20:00:44.343755+00:00,51.737,91.176,23.951,91.372,61.384,255
448,612505.370494,2026-09-06T20:00:44.447781+00:00,51.231,90.169,23.660,91.068,60.822,255
449,612505.473166,2026-09-06T20:00:44.551313+00:00,53.088,94.129,24.482,92.741,62.544,255
450,612505.578652,2026-09-06T20:00:44.657278+00:00,51.924,91.631,23.959,91.775,61.335,255
451,612505.685937,2026-09-06T20:00:44.764669+00:00,51.309,90.364,23.655,91.268,60.685,255
452,612505.790230,2026-09-06T20:00:44.868799+00:00,51.073,89.898,23.528,91.076,60.415,255
453,612505.896053,2026-09-06T20:00:44.974510+00:00,50.598,88.862,23.333,90.627,59.881,255
454,612506.000364,2026-09-06T20:00:45.078762+00:00,51.067,89.785,23.600,90.951,60.367,255
455,612506.105103,2026-09-06T20:00:45.183828+00:00,51.518,90.753,23.791,91.380,60.833,255
456,612506.211479,2026-09-06T20:00:45.289734+00:00,51.512,90.693,23.806,91.406,60.973,255
457,612506.315331,2026-09-06T20:00:45.393770+00:00,52.163,92.030,24.161,91.788,61.697,255
458,612506.421569,2026-09-06T20:00:45.502118+00:00,52.269,92.247,24.226,91.815,61.817,255
459,612506.529391,2026-09-06T20:00:45.607363+00:00,50.873,89.355,23.591,90.418,60.533,255
460,612506.634676,2026-09-06T20:00:45.713899+00:00,50.515,88.592,23.441,90.054,60.131,255
461,612506.742197,2026-09-06T20:00:45.822802+00:00,51.136,89.919,23.674,90.818,60.677,255
462,612506.849479,2026-09-06T20:00:45.927037+00:00,51.840,91.431,23.943,91.645,61.316,255
463,612506.952896,2026-09-06T20:00:46.030959+00:00,51.728,91.181,23.937,91.346,61.278,255
464,612507.058000,2026-09-06T20:00:46.137093+00:00,51.626,90.973,23.832,91.541,61.049,255
465,612507.164931,2026-09-06T20:00:46.243501+00:00,51.034,89.842,23.449,91.288,60.297,255
466,612507.268663,2026-09-06T20:00:46.347201+00:00,51.323,90.358,23.695,91.203,60.624,255
467,612507.375309,2026-09-06T20:00:46.453053+00:00,50.918,89.457,23.555,90.730,60.292,255
468,612507.478688,2026-09-06T20:00:46.557080+00:00,50.586,88.743,23.431,90.327,60.014,255
469,612507.583323,2026-09-06T20:00:46.662467+00:00,50.705,88.980,23.497,90.410,60.159,255
470,612507.690025,2026-09-06T20:00:46.767636+00:00,51.203,90.089,23.675,90.954,60.758,255
471,612507.793591,2026-09-06T20:00:46.871132+00:00,52.273,92.250,24.251,91.706,61.841,255
472,612507.899611,2026-09-06T20:00:46.979803+00:00,51.754,91.205,23.964,91.373,61.355,255
473,612508.007269,2026-09-06T20:00:47.085050+00:00,50.836,89.218,23.614,90.338,60.581,255
474,612508.110966,2026-09-06T20:00:47.189585+00:00,51.003,89.514,23.774,90.203,60.803,255
475,612508.217416,2026-09-06T20:00:47.297341+00:00,51.526,90.578,24.029,90.683,61.444,255
476,612508.323674,2026-09-06T20:00:47.402383+00:00,51.663,90.964,24.011,90.967,61.579,255
477,612508.428263,2026-09-06T20:00:47.507079+00:00,51.586,90.877,23.856,91.320,61.401,255
478,612508.534555,2026-09-06T20:00:47.613002+00:00,52.339,92.387,24.279,91.782,62.032,255
479,612508.639397,2026-09-06T20:00:47.718946+00:00,51.496,90.670,23.823,91.247,60.997,255
480,612508.744780,2026-09-06T20:00:47.823939+00:00,51.585,90.887,23.825,91.440,61.003,255
481,612508.851601,2026-09-06T20:00:47.929652+00:00,50.308,88.215,23.261,90.154,59.757,255
482,612508.955395,2026-09-06T20:00:48.033757+00:00,50.431,88.441,23.339,90.238,59.925,255
483,612509.060847,2026-09-06T20:00:48.140661+00:00,52.508,92.690,24.395,91.877,62.151,255
484,612509.167734,2026-09-06T20:00:48.245076+00:00,51.902,91.465,24.065,91.471,61.626,255
485,612509.270111,2026-09-06T20:00:48.348764+00:00,51.704,91.014,24.046,91.018,61.605,255
486,612509.377256,2026-09-06T20:00:48.457059+00:00,51.052,89.702,23.701,90.519,60.898,255
487,612509.483548,2026-09-06T20:00:48.562391+00:00,51.635,90.912,23.940,91.219,61.357,255
488,612509.587576,2026-09-06T20:00:48.666217+00:00,51.386,90.469,23.789,90.978,61.213,255
489,612509.693451,2026-09-06T20:00:48.772026+00:00,51.482,90.662,23.835,91.083,61.185,255
490,612509.797669,2026-09-06T20:00:48.876454+00:00,51.650,90.965,23.930,91.269,61.227,255
491,612509.902834,2026-09-06T20:00:48.982563+00:00,52.425,92.574,24.348,91.695,62.081,255
492,612510.011028,2026-09-06T20:00:49.089950+00:00,51.502,90.698,23.852,91.069,61.123,255
493,612510.115471,2026-09-06T20:00:49.193694+00:00,50.529,88.732,23.344,90.308,60.164,255
