frame,t_raw_s,utc,lum_mean,r_mean,g_mean,b_mean,roi_lum_mean,lum_max
-1,612457.98877199,2026-09-06T19:59:56.998570+00:00,anchor,anchor,anchor,anchor,anchor,anchor
6173,613146.869219,2026-09-06T20:11:25.953525+00:00,49.974,87.694,23.083,89.505,59.448,255
6174,613146.987912,2026-09-06T20:11:26.069236+00:00,50.928,89.669,23.566,90.208,60.512,255
6175,613147.100731,2026-09-06T20:11:26.180837+00:00,50.549,88.793,23.478,89.634,60.129,255
6176,613147.215593,2026-09-06T20:11:26.293662+00:00,50.117,87.939,23.227,89.375,59.673,255
6177,613147.322883,2026-09-06T20:11:26.398944+00:00,49.823,87.447,22.955,89.485,59.234,255
6178,613147.427344,2026-09-06T20:11:26.504306+00:00,50.070,87.838,23.180,89.472,59.544,255
6179,613147.535322,2026-09-06T20:11:26.618934+00:00,50.533,88.933,23.224,90.438,59.833,255
6180,613147.654299,2026-09-06T20:11:26.729263+00:00,50.193,88.218,23.065,90.144,59.393,255
6181,613147.760168,2026-09-06T20:11:26.843298+00:00,49.558,86.935,22.763,89.495,58.774,255
6182,613147.876754,2026-09-06T20:11:26.960025+00:00,49.578,86.884,22.890,89.153,58.772,255
6183,613147.988497,2026-09-06T20:11:27.066104+00:00,49.938,87.569,23.114,89.366,59.140,255
6184,613148.101765,2026-09-06T20:11:27.184282+00:00,50.550,88.828,23.371,90.105,59.682,255
6185,613148.214241,2026-09-06T20:11:27.294205+00:00,50.986,89.677,23.603,90.500,60.048,255
6186,613148.329910,2026-09-06T20:11:27.408214+00:00,49.453,86.608,22.855,88.960,58.581,255
6187,613148.436766,2026-09-06T20:11:27.518197+00:00,49.377,86.388,22.884,88.718,58.593,255
6188,613148.552577,2026-09-06T20:11:27.636988+00:00,50.258,88.214,23.273,89.651,59.610,255
6189,613148.671902,2026-09-06T20:11:27.755566+00:00,50.159,88.033,23.198,89.645,59.571,255
6190,613148.790195,2026-09-06T20:11:27.873166+00:00,50.736,89.176,23.567,89.813,60.342,255
6191,613148.909430,2026-09-06T20:11:27.991638+00:00,50.264,88.219,23.319,89.457,59.883,255
6192,613149.021369,2026-09-06T20:11:28.099842+00:00,50.549,88.800,23.488,89.565,60.296,255
6193,613149.136721,2026-09-06T20:11:28.221841+00:00,50.932,89.660,23.600,90.096,60.660,255
6194,613149.257295,2026-09-06T20:11:28.333959+00:00,50.234,88.172,23.312,89.350,59.971,255
6195,613149.363965,2026-09-06T20:11:28.440245+00:00,50.507,88.725,23.455,89.565,60.229,255
6196,613149.469273,2026-09-06T20:11:28.545561+00:00,51.190,90.080,23.812,90.160,60.871,255
6197,613149.577102,2026-09-06T20:11:28.652958+00:00,51.727,91.311,23.929,91.042,61.307,255
6198,613149.684070,2026-09-06T20:11:28.768182+00:00,50.373,88.565,23.230,89.967,59.858,255
6199,613149.801648,2026-09-06T20:11:28.885475+00:00,50.824,89.471,23.459,90.366,60.271,255
6200,613149.919159,2026-09-06T20:11:29.002983+00:00,49.714,87.230,22.893,89.426,59.111,255
6201,613150.035492,2026-09-06T20:11:29.119186+00:00,49.992,87.840,22.946,89.990,59.264,255
6202,613150.153094,2026-09-06T20:11:29.237152+00:00,50.234,88.278,23.141,89.953,59.518,255
6203,613150.270765,2026-09-06T20:11:29.347468+00:00,48.998,85.696,22.614,88.604,58.372,255
6204,613150.378510,2026-09-06T20:11:29.455283+00:00,50.424,88.528,23.376,89.754,59.881,255
6205,613150.484503,2026-09-06T20:11:29.568344+00:00,50.530,88.832,23.329,90.132,59.857,255
6206,613150.601751,2026-09-06T20:11:29.685294+00:00,50.770,89.321,23.459,90.285,60.096,255
6207,613150.719949,2026-09-06T20:11:29.803634+00:00,50.750,89.185,23.550,90.000,60.242,255
6208,613150.831548,2026-09-06T20:11:29.908139+00:00,51.011,89.717,23.663,90.308,60.413,255
6209,613150.945535,2026-09-06T20:11:30.027679+00:00,51.269,90.221,23.807,90.516,60.693,255
6210,613151.057696,2026-09-06T20:11:30.137293+00:00,49.918,87.537,23.120,89.233,59.350,255
6211,613151.173645,2026-09-06T20:11:30.251840+00:00,49.934,87.569,23.079,89.506,59.230,255
6212,613151.279933,2026-09-06T20:11:30.354740+00:00,49.828,87.328,23.039,89.409,59.064,255
6213,613151.386331,2026-09-06T20:11:30.463695+00:00,49.783,87.322,22.944,89.515,58.970,255
6214,613151.494344,2026-09-06T20:11:30.578560+00:00,49.259,86.204,22.751,88.855,58.419,255
6215,613151.613768,2026-09-06T20:11:30.697946+00:00,50.490,88.645,23.374,90.043,59.575,255
6216,613151.733609,2026-09-06T20:11:30.818400+00:00,49.417,86.522,22.851,88.891,58.582,255
6217,613151.847662,2026-09-06T20:11:30.924209+00:00,49.708,87.081,23.001,89.205,58.938,255
6218,613151.957647,2026-09-06T20:11:31.039413+00:00,48.830,85.332,22.576,88.282,57.998,255
6219,613152.068510,2026-09-06T20:11:31.147854+00:00,49.755,87.053,23.164,88.852,59.053,255
6220,613152.183999,2026-09-06T20:11:31.268890+00:00,49.858,87.304,23.165,89.088,59.091,255
6221,613152.304103,2026-09-06T20:11:31.388356+00:00,48.988,85.650,22.580,88.808,57.991,255
6222,613152.424241,2026-09-06T20:11:31.509343+00:00,49.195,86.019,22.744,88.819,58.213,255
6223,613152.544226,2026-09-06T20:11:31.628981+00:00,49.646,86.931,22.956,89.286,58.683,255
6224,613152.664563,2026-09-06T20:11:31.747485+00:00,49.846,87.343,23.108,89.176,59.065,255
6225,613152.778119,2026-09-06T20:11:31.854200+00:00,49.972,87.600,23.129,89.502,59.205,255
6226,613152.881269,2026-09-06T20:11:31.956274+00:00,49.618,86.895,22.959,89.118,58.888,255
6227,613152.986703,2026-09-06T20:11:32.067678+00:00,49.377,86.431,22.790,89.088,58.594,255
6228,613153.102943,2026-09-06T20:11:32.186681+00:00,50.004,87.650,23.179,89.386,59.322,255
6229,613153.222469,2026-09-06T20:11:32.306931+00:00,50.278,88.214,23.318,89.599,59.621,255
6230,613153.341819,2026-09-06T20:11:32.425948+00:00,49.612,86.894,22.991,88.904,58.986,255
6231,613153.462335,2026-09-06T20:11:32.547112+00:00,49.276,86.227,22.830,88.537,58.757,255
6232,613153.583150,2026-09-06T20:11:32.665183+00:00,49.704,87.058,23.039,89.029,59.158,255
6233,613153.695145,2026-09-06T20:11:32.774173+00:00,49.532,86.721,22.980,88.714,59.011,255
6234,613153.810261,2026-09-06T20:11:32.895196+00:00,49.977,87.601,23.236,88.988,59.531,255
6235,613153.929248,2026-09-06T20:11:33.004565+00:00,49.887,87.381,23.216,88.881,59.387,255
6236,613154.035237,2026-09-06T20:11:33.119799+00:00,49.323,86.339,22.797,88.822,58.715,255
6237,613154.150756,2026-09-06T20:11:33.226878+00:00,50.406,88.480,23.368,89.770,59.805,255
6238,613154.257986,2026-09-06T20:11:33.334727+00:00,49.156,86.024,22.645,88.970,58.429,255
6239,613154.362049,2026-09-06T20:11:33.437270+00:00,49.593,86.917,22.865,89.322,58.944,255
6240,613154.470881,2026-09-06T20:11:33.554483+00:00,49.697,87.113,22.920,89.443,59.002,255
6241,613154.589850,2026-09-06T20:11:33.671133+00:00,50.334,88.354,23.286,89.888,59.654,255
6242,613154.700716,2026-09-06T20:11:33.778097+00:00,49.514,86.719,22.844,89.263,58.859,255
6243,613154.814752,2026-09-06T20:11:33.894070+00:00,49.050,85.794,22.640,88.663,58.487,255
6244,613154.921673,2026-09-06T20:11:34.000754+00:00,49.064,85.813,22.640,88.737,58.480,255
6245,613155.036144,2026-09-06T20:11:34.119816+00:00,49.648,86.971,22.952,89.220,59.062,255
6246,613155.153077,2026-09-06T20:11:34.236385+00:00,48.990,85.697,22.614,88.526,58.337,255
6247,613155.271459,2026-09-06T20:11:34.355318+00:00,48.993,85.676,22.644,88.456,58.392,255
6248,613155.388848,2026-09-06T20:11:34.471818+00:00,49.159,86.012,22.734,88.564,58.619,255
6249,613155.507669,2026-09-06T20:11:34.588865+00:00,49.584,86.852,22.932,89.068,58.978,255
6250,613155.618663,2026-09-06T20:11:34.697140+00:00,49.632,86.881,23.050,88.807,59.091,255
6251,613155.733525,2026-09-06T20:11:34.811944+00:00,49.745,87.165,23.056,89.027,59.160,255
6252,613155.841773,2026-09-06T20:11:34.916659+00:00,49.918,87.535,23.105,89.322,59.363,255
6253,613155.946215,2026-09-06T20:11:35.027554+00:00,50.365,88.441,23.325,89.735,59.822,255
6254,613156.063434,2026-09-06T20:11:35.139914+00:00,50.319,88.324,23.310,89.716,59.750,255
6255,613156.169136,2026-09-06T20:11:35.252479+00:00,49.637,86.982,22.985,88.924,59.144,255
6256,613156.288616,2026-09-06T20:11:35.372808+00:00,49.973,87.568,23.247,88.985,59.579,255
6257,613156.400696,2026-09-06T20:11:35.475152+00:00,49.825,87.413,22.990,89.416,59.322,255
6258,613156.510687,2026-09-06T20:11:35.594233+00:00,50.257,88.270,23.229,89.724,59.735,255
6259,613156.628357,2026-09-06T20:11:35.711479+00:00,50.234,88.146,23.282,89.578,59.775,255
6260,613156.747876,2026-09-06T20:11:35.826945+00:00,50.055,87.797,23.170,89.500,59.502,255
6261,613156.858105,2026-09-06T20:11:35.934175+00:00,49.398,86.507,22.783,89.109,58.741,255
6262,613156.961455,2026-09-06T20:11:36.036280+00:00,49.941,87.589,23.060,89.617,59.205,255
6263,613157.066881,2026-09-06T20:11:36.149799+00:00,50.527,88.840,23.310,90.179,59.793,255
6264,613157.184398,2026-09-06T20:11:36.268043+00:00,50.391,88.497,23.295,89.966,59.686,255
6265,613157.301891,2026-09-06T20:11:36.377746+00:00,49.858,87.346,23.143,89.088,59.340,255
6266,613157.410930,2026-09-06T20:11:36.494777+00:00,49.568,86.812,22.958,88.909,59.016,255
6267,613157.522859,2026-09-06T20:11:36.599167+00:00,50.337,88.448,23.211,90.057,59.646,255
6268,613157.633462,2026-09-06T20:11:36.717914+00:00,49.727,87.161,22.928,89.539,58.992,255
6269,613157.751726,2026-09-06T20:11:36.834834+00:00,50.111,87.918,23.148,89.791,59.334,255
6270,613157.870989,2026-09-06T20:11:36.954563+00:00,50.478,88.629,23.395,89.874,59.775,255
6271,613157.989035,2026-09-06T20:11:37.065895+00:00,50.331,88.319,23.298,89.888,59.656,255
6272,613158.096745,2026-09-06T20:11:37.180849+00:00,49.239,86.162,22.778,88.653,58.694,255
6273,613158.213028,2026-09-06T20:11:37.287760+00:00,49.837,87.367,23.015,89.515,59.238,255
6274,613158.316924,2026-09-06T20:11:37.393047+00:00,49.537,86.758,22.864,89.261,58.903,255
6275,613158.426223,2026-09-06T20:11:37.510118+00:00,50.121,87.906,23.213,89.576,59.569,255
6276,613158.545929,2026-09-06T20:11:37.628692+00:00,49.497,86.689,22.865,89.085,59.050,255
6277,613158.659188,2026-09-06T20:11:37.737275+00:00,50.943,89.575,23.661,90.095,60.473,255
6278,613158.771895,2026-09-06T20:11:37.850601+00:00,50.012,87.726,23.171,89.301,59.568,255
6279,613158.880531,2026-09-06T20:11:37.960502+00:00,50.039,87.771,23.174,89.411,59.563,255
6280,613158.994428,2026-09-06T20:11:38.078380+00:00,50.144,87.968,23.278,89.278,59.671,255
6281,613159.112119,2026-09-06T20:11:38.187960+00:00,49.603,86.938,22.936,88.993,59.077,255
6282,613159.218687,2026-09-06T20:11:38.302598+00:00,49.778,87.247,23.043,89.167,59.141,255
6283,613159.339710,2026-09-06T20:11:38.424870+00:00,50.219,88.162,23.258,89.530,59.674,255
6284,613159.459758,2026-09-06T20:11:38.542310+00:00,48.957,85.657,22.499,88.929,58.221,255
6285,613159.573534,2026-09-06T20:11:38.652295+00:00,49.330,86.348,22.734,89.188,58.455,255
6286,613159.686413,2026-09-06T20:11:38.765088+00:00,49.207,86.098,22.678,89.050,58.359,255
6287,613159.794793,2026-09-06T20:11:38.875184+00:00,50.246,88.235,23.175,90.006,59.395,255
6288,613159.910957,2026-09-06T20:11:38.988417+00:00,49.968,87.621,23.069,89.722,59.125,255
6289,613160.019030,2026-09-06T20:11:39.101957+00:00,51.016,89.689,23.670,90.394,60.262,255
6290,613160.137041,2026-09-06T20:11:39.212119+00:00,49.542,86.681,22.980,88.900,58.817,255
6291,613160.242145,2026-09-06T20:11:39.325529+00:00,49.950,87.571,23.107,89.493,59.202,255
6292,613160.360096,2026-09-06T20:11:39.444166+00:00,49.814,87.328,22.969,89.652,58.991,255
6293,613160.472483,2026-09-06T20:11:39.548796+00:00,49.309,86.335,22.688,89.270,58.467,255
6294,613160.584937,2026-09-06T20:11:39.669919+00:00,48.738,85.163,22.482,88.401,57.928,255
6295,613160.701540,2026-09-06T20:11:39.780730+00:00,49.712,87.094,22.970,89.366,58.897,255
6296,613160.818031,2026-09-06T20:11:39.896555+00:00,50.118,87.911,23.210,89.547,59.362,255
6297,613160.926552,2026-09-06T20:11:40.002380+00:00,50.026,87.689,23.167,89.549,59.247,255
6298,613161.030956,2026-09-06T20:11:40.106507+00:00,49.889,87.381,23.172,89.123,59.179,255
6299,613161.138522,2026-09-06T20:11:40.222825+00:00,49.496,86.647,22.938,88.809,58.828,255
6300,613161.257121,2026-09-06T20:11:40.331702+00:00,49.040,85.592,22.857,87.996,58.496,255
6301,613161.364573,2026-09-06T20:11:40.448236+00:00,49.396,86.415,22.885,88.815,58.727,255
6302,613161.481951,2026-09-06T20:11:40.565258+00:00,49.121,85.866,22.765,88.452,58.567,255
6303,613161.599295,2026-09-06T20:11:40.682616+00:00,49.491,86.506,23.058,88.512,59.029,255
6304,613161.717425,2026-09-06T20:11:40.802187+00:00,49.768,87.138,23.137,88.882,59.303,255
6305,613161.835161,2026-09-06T20:11:40.918463+00:00,49.351,86.315,22.847,88.874,58.835,255
6306,613161.954023,2026-09-06T20:11:41.039140+00:00,49.443,86.465,22.988,88.562,58.929,255
6307,613162.073718,2026-09-06T20:11:41.157119+00:00,49.482,86.476,23.069,88.460,59.021,255
6308,613162.192677,2026-09-06T20:11:41.275988+00:00,49.605,86.802,23.020,88.931,59.065,255
6309,613162.305681,2026-09-06T20:11:41.383687+00:00,49.219,85.967,22.907,88.323,58.663,255
6310,613162.421130,2026-09-06T20:11:41.502750+00:00,48.622,84.899,22.482,88.073,57.973,255
6311,613162.532131,2026-09-06T20:11:41.611815+00:00,49.550,86.707,23.006,88.772,58.993,255
6312,613162.647313,2026-09-06T20:11:41.725220+00:00,50.107,87.826,23.216,89.643,59.455,255
6313,613162.754144,2026-09-06T20:11:41.836799+00:00,50.574,88.743,23.518,89.779,60.013,255
6314,613162.870911,2026-09-06T20:11:41.946516+00:00,49.330,86.286,22.830,88.853,58.665,255
6315,613162.978385,2026-09-06T20:11:42.054629+00:00,49.893,87.505,23.017,89.631,59.125,255
6316,613163.085586,2026-09-06T20:11:42.168911+00:00,49.766,87.172,23.040,89.272,59.037,255
6317,613163.205582,2026-09-06T20:11:42.290312+00:00,49.557,86.753,22.973,88.882,58.914,255
6318,613163.324303,2026-09-06T20:11:42.405225+00:00,50.817,89.235,23.644,89.970,60.251,255
6319,613163.434399,2026-09-06T20:11:42.510810+00:00,50.619,88.955,23.429,90.076,60.058,255
6320,613163.540376,2026-09-06T20:11:42.615803+00:00,49.912,87.548,23.023,89.648,59.344,255
6321,613163.645330,2026-09-06T20:11:42.725095+00:00,49.275,86.181,22.817,88.711,58.777,255
6322,613163.760428,2026-09-06T20:11:42.844709+00:00,49.656,86.971,23.011,88.985,59.179,255
6323,613163.878228,2026-09-06T20:11:42.953452+00:00,49.407,86.460,22.880,88.817,58.924,255
6324,613163.984711,2026-09-06T20:11:43.068772+00:00,50.018,87.694,23.250,89.033,59.662,255
6325,613164.103122,2026-09-06T20:11:43.187333+00:00,49.334,86.336,22.845,88.685,58.931,255
6326,613164.224257,2026-09-06T20:11:43.309439+00:00,50.423,88.583,23.346,89.758,60.001,255
6327,613164.344275,2026-09-06T20:11:43.428648+00:00,50.282,88.207,23.340,89.541,59.822,255
6328,613164.464649,2026-09-06T20:11:43.549190+00:00,49.352,86.383,22.803,88.933,58.906,255
6329,613164.584278,2026-09-06T20:11:43.668462+00:00,50.117,87.896,23.273,89.253,59.804,255
6330,613164.702093,2026-09-06T20:11:43.777439+00:00,50.188,88.048,23.301,89.328,59.840,255
6331,613164.810239,2026-09-06T20:11:43.896280+00:00,50.655,89.092,23.404,90.168,60.199,255
6332,613164.925105,2026-09-06T20:11:44.001073+00:00,50.250,88.153,23.330,89.452,59.873,255
6333,613165.030468,2026-09-06T20:11:44.107238+00:00,49.919,87.512,23.177,89.014,59.573,255
6334,613165.141968,2026-09-06T20:11:44.225282+00:00,50.312,88.288,23.343,89.576,59.829,255
6335,613165.256562,2026-09-06T20:11:44.333808+00:00,51.254,90.197,23.830,90.318,60.734,255
6336,613165.361814,2026-09-06T20:11:44.439616+00:00,49.993,87.660,23.166,89.330,59.460,255
6337,613165.474575,2026-09-06T20:11:44.559356+00:00,49.894,87.432,23.190,88.945,59.409,255
6338,613165.592961,2026-09-06T20:11:44.670277+00:00,49.501,86.657,22.923,88.902,59.016,255
6339,613165.701460,2026-09-06T20:11:44.785558+00:00,50.585,88.821,23.521,89.655,60.125,255
6340,613165.820622,2026-09-06T20:11:44.896462+00:00,50.529,88.739,23.453,89.724,60.180,255
6341,613165.924147,2026-09-06T20:11:44.999653+00:00,50.582,89.006,23.329,90.134,60.160,255
6342,613166.032164,2026-09-06T20:11:45.116905+00:00,51.124,90.040,23.697,90.279,60.779,255
6343,613166.149832,2026-09-06T20:11:45.232573+00:00,50.645,89.072,23.415,90.065,60.226,255
6344,613166.264197,2026-09-06T20:11:45.341020+00:00,50.372,88.553,23.249,89.890,59.906,255
6345,613166.369704,2026-09-06T20:11:45.447307+00:00,51.142,90.112,23.639,90.554,60.618,255
6346,613166.481969,2026-09-06T20:11:45.566871+00:00,51.491,90.750,23.923,90.470,61.060,255
6347,613166.600885,2026-09-06T20:11:45.685031+00:00,50.765,89.286,23.557,89.830,60.437,255
6348,613166.718595,2026-09-06T20:11:45.802022+00:00,50.456,88.706,23.349,89.713,60.166,255
6349,613166.836962,2026-09-06T20:11:45.921811+00:00,49.701,87.222,22.908,89.251,59.344,255
6350,613166.955205,2026-09-06T20:11:46.039159+00:00,50.484,88.817,23.263,90.109,60.083,255
6351,613167.074688,2026-09-06T20:11:46.159538+00:00,50.954,89.742,23.563,90.261,60.529,255
6352,613167.192992,2026-09-06T20:11:46.272555+00:00,50.886,89.623,23.511,90.244,60.473,255
6353,613167.304181,2026-09-06T20:11:46.381176+00:00,50.300,88.385,23.258,89.655,59.931,255
6354,613167.410620,2026-09-06T20:11:46.490916+00:00,51.456,90.739,23.861,90.516,61.149,255
6355,613167.526846,2026-09-06T20:11:46.611169+00:00,52.329,92.517,24.292,91.294,61.954,255
6356,613167.645359,2026-09-06T20:11:46.728874+00:00,49.842,87.485,22.990,89.377,59.364,255
6357,613167.760025,2026-09-06T20:11:46.835563+00:00,51.117,89.929,23.786,90.049,60.716,255
6358,613167.870445,2026-09-06T20:11:46.954049+00:00,50.624,89.036,23.434,89.885,60.134,255
6359,613167.988043,2026-09-06T20:11:47.071854+00:00,50.345,88.459,23.276,89.760,59.836,255
6360,613168.107972,2026-09-06T20:11:47.188666+00:00,50.749,89.272,23.494,90.049,60.248,255
6361,613168.218385,2026-09-06T20:11:47.298990+00:00,50.013,87.794,23.091,89.550,59.450,255
6362,613168.336016,2026-09-06T20:11:47.413483+00:00,51.062,89.850,23.700,90.224,60.607,255
6363,613168.441196,2026-09-06T20:11:47.516173+00:00,50.688,89.124,23.498,89.884,60.243,255
6364,613168.547640,2026-09-06T20:11:47.625568+00:00,50.252,88.128,23.388,89.234,59.870,255
6365,613168.655936,2026-09-06T20:11:47.730639+00:00,50.048,87.738,23.251,89.177,59.594,255
6366,613168.762146,2026-09-06T20:11:47.847021+00:00,50.031,87.699,23.242,89.179,59.601,255
6367,613168.880988,2026-09-06T20:11:47.965496+00:00,50.378,88.465,23.355,89.629,59.785,255
6368,613168.998739,2026-09-06T20:11:48.079548+00:00,49.779,87.281,23.002,89.295,59.113,255
6369,613169.108575,2026-09-06T20:11:48.185323+00:00,50.485,88.658,23.448,89.579,59.992,255
6370,613169.215867,2026-09-06T20:11:48.293811+00:00,51.637,91.026,23.985,90.710,61.109,255
6371,613169.329259,2026-09-06T20:11:48.414637+00:00,50.649,89.009,23.485,89.911,60.193,255
6372,613169.448432,2026-09-06T20:11:48.533376+00:00,50.511,88.742,23.420,89.740,60.104,255
6373,613169.569084,2026-09-06T20:11:48.655039+00:00,49.423,86.610,22.772,89.115,58.912,255
6374,613169.688503,2026-09-06T20:11:48.772787+00:00,49.953,87.639,23.106,89.345,59.489,255
6375,613169.808718,2026-09-06T20:11:48.890565+00:00,50.249,88.186,23.296,89.534,59.780,255
6376,613169.918832,2026-09-06T20:11:48.993484+00:00,49.841,87.277,23.191,88.874,59.437,255
6377,613170.025903,2026-09-06T20:11:49.105561+00:00,50.016,87.648,23.264,89.063,59.567,255
6378,613170.141349,2026-09-06T20:11:49.225007+00:00,50.122,87.926,23.248,89.348,59.586,255
6379,613170.260148,2026-09-06T20:11:49.344470+00:00,49.951,87.514,23.213,89.109,59.440,255
6380,613170.381522,2026-09-06T20:11:49.466633+00:00,50.162,88.133,23.130,89.760,59.605,255
6381,613170.497853,2026-09-06T20:11:49.574026+00:00,49.885,87.464,23.118,89.148,59.353,255
6382,613170.608525,2026-09-06T20:11:49.693985+00:00,50.285,88.255,23.329,89.500,59.693,255
6383,613170.727873,2026-09-06T20:11:49.812442+00:00,49.626,86.932,23.007,88.844,58.965,255
6384,613170.848496,2026-09-06T20:11:49.928524+00:00,50.552,88.882,23.374,89.961,59.882,255
6385,613170.962168,2026-09-06T20:11:50.040218+00:00,50.354,88.412,23.338,89.647,59.739,255
6386,613171.070393,2026-09-06T20:11:50.147411+00:00,50.528,88.776,23.434,89.718,59.987,255
6387,613171.177953,2026-09-06T20:11:50.262585+00:00,49.980,87.735,23.110,89.312,59.414,255
6388,613171.298715,2026-09-06T20:11:50.383148+00:00,50.029,87.836,23.151,89.270,59.601,255
6389,613171.420598,2026-09-06T20:11:50.505537+00:00,49.789,87.373,23.011,89.097,59.339,255
6390,613171.541157,2026-09-06T20:11:50.624837+00:00,50.576,88.951,23.394,89.892,60.032,255
6391,613171.661666,2026-09-06T20:11:50.741999+00:00,49.565,86.954,22.828,89.170,58.937,255
6392,613171.771625,2026-09-06T20:11:50.852517+00:00,50.223,88.258,23.195,89.636,59.674,255
6393,613171.888321,2026-09-06T20:11:50.973318+00:00,50.049,87.895,23.138,89.356,59.557,255
6394,613172.007260,2026-09-06T20:11:51.091017+00:00,50.036,87.909,23.070,89.557,59.603,255
6395,613172.121759,2026-09-06T20:11:51.197931+00:00,50.865,89.605,23.478,90.278,60.421,255
6396,613172.228374,2026-09-06T20:11:51.306221+00:00,51.665,91.158,23.958,90.749,61.243,255
6397,613172.340741,2026-09-06T20:11:51.424767+00:00,50.402,88.507,23.407,89.464,60.031,255
6398,613172.461222,2026-09-06T20:11:51.545842+00:00,51.147,90.116,23.675,90.397,60.635,255
6399,613172.581528,2026-09-06T20:11:51.660492+00:00,50.404,88.498,23.427,89.402,59.932,255
6400,613172.690592,2026-09-06T20:11:51.772738+00:00,50.657,88.984,23.577,89.568,60.150,255
6401,613172.806854,2026-09-06T20:11:51.890931+00:00,51.061,89.794,23.729,90.209,60.534,255
6402,613172.923257,2026-09-06T20:11:51.999555+00:00,51.100,89.978,23.666,90.395,60.587,255
6403,613173.028133,2026-09-06T20:11:52.105192+00:00,50.741,89.181,23.539,89.988,60.181,255
6404,613173.139957,2026-09-06T20:11:52.225136+00:00,50.117,87.903,23.242,89.394,59.542,255
6405,613173.261367,2026-09-06T20:11:52.344174+00:00,50.781,89.224,23.578,90.025,60.236,255
6406,613173.374069,2026-09-06T20:11:52.448562+00:00,50.344,88.365,23.371,89.514,59.838,255
6407,613173.479815,2026-09-06T20:11:52.555009+00:00,49.778,87.256,23.012,89.306,59.146,255
6408,613173.585634,2026-09-06T20:11:52.662481+00:00,49.383,86.536,22.760,89.025,58.688,255
6409,613173.694136,2026-09-06T20:11:52.776234+00:00,49.495,86.667,22.916,88.860,58.960,255
6410,613173.809943,2026-09-06T20:11:52.894128+00:00,49.860,87.403,23.071,89.332,59.253,255
6411,613173.929931,2026-09-06T20:11:53.015387+00:00,49.665,87.002,23.031,88.882,59.084,255
6412,613174.048885,2026-09-06T20:11:53.132250+00:00,49.475,86.618,22.923,88.768,58.893,255
6413,613174.162579,2026-09-06T20:11:53.239266+00:00,49.392,86.432,22.909,88.608,58.793,255
6414,613174.274715,2026-09-06T20:11:53.357028+00:00,49.892,87.435,23.116,89.301,59.232,255
6415,613174.386899,2026-09-06T20:11:53.466252+00:00,49.394,86.422,22.864,88.881,58.719,255
6416,613174.502242,2026-09-06T20:11:53.583102+00:00,48.367,84.480,22.205,88.360,57.617,255
6417,613174.612490,2026-09-06T20:11:53.694067+00:00,49.219,86.151,22.696,88.921,58.523,255
6418,613174.729294,2026-09-06T20:11:53.814723+00:00,48.490,84.720,22.275,88.450,57.677,255
6419,613174.848547,2026-09-06T20:11:53.932524+00:00,48.602,84.950,22.301,88.700,57.723,255
6420,613174.963113,2026-09-06T20:11:54.039273+00:00,49.118,85.911,22.659,88.857,58.232,255
6421,613175.072034,2026-09-06T20:11:54.155858+00:00,48.858,85.371,22.559,88.507,58.017,255
6422,613175.190906,2026-09-06T20:11:54.272597+00:00,49.614,86.865,22.959,89.162,58.784,255
6423,613175.302519,2026-09-06T20:11:54.377956+00:00,49.438,86.511,22.851,89.106,58.472,255
6424,613175.407935,2026-09-06T20:11:54.486841+00:00,49.906,87.438,23.120,89.389,58.994,255
6425,613175.520844,2026-09-06T20:11:54.605040+00:00,49.809,87.315,23.016,89.398,58.937,255
6426,613175.638313,2026-09-06T20:11:54.714219+00:00,49.749,87.192,23.005,89.247,59.021,255
6427,613175.746392,2026-09-06T20:11:54.823659+00:00,49.265,86.156,22.827,88.644,58.638,255
6428,613175.854032,2026-09-06T20:11:54.938163+00:00,49.051,85.810,22.630,88.680,58.276,255
6429,613175.975345,2026-09-06T20:11:55.060144+00:00,49.434,86.562,22.839,88.995,58.731,255
6430,613176.089718,2026-09-06T20:11:55.165055+00:00,49.153,85.956,22.728,88.697,58.457,255
6431,613176.194929,2026-09-06T20:11:55.272108+00:00,49.599,86.903,22.880,89.336,58.756,255
6432,613176.306995,2026-09-06T20:11:55.391477+00:00,49.659,87.014,22.916,89.384,58.799,255
6433,613176.428169,2026-09-06T20:11:55.512364+00:00,50.690,89.086,23.445,90.267,59.910,255
6434,613176.547965,2026-09-06T20:11:55.632859+00:00,49.817,87.335,22.978,89.612,58.980,255
6435,613176.666988,2026-09-06T20:11:55.751353+00:00,49.999,87.735,23.050,89.790,59.161,255
6436,613176.787238,2026-09-06T20:11:55.871816+00:00,50.439,88.623,23.284,90.111,59.629,255
6437,613176.906543,2026-09-06T20:11:55.991115+00:00,50.201,88.093,23.199,89.857,59.424,255
6438,613177.026925,2026-09-06T20:11:56.108828+00:00,49.721,87.133,22.986,89.254,58.929,255
6439,613177.138721,2026-09-06T20:11:56.218975+00:00,49.149,86.008,22.618,89.086,58.307,255
6440,613177.255816,2026-09-06T20:11:56.333673+00:00,49.562,86.828,22.879,89.219,58.800,255
6441,613177.361181,2026-09-06T20:11:56.443631+00:00,49.440,86.507,22.929,88.733,58.805,255
6442,613177.477019,2026-09-06T20:11:56.552740+00:00,49.749,87.113,23.032,89.324,58.992,255
6443,613177.585640,2026-09-06T20:11:56.670535+00:00,49.755,87.141,23.020,89.362,58.977,255
6444,613177.705135,2026-09-06T20:11:56.789022+00:00,49.898,87.490,23.005,89.777,59.012,255
