modality,drift,threshold,fp_budget_runs,calibration_tp,calibration_fp,calibration_median_tta_s,selected
NVML + electrical,0.75,2.3,0,0,0,inf,False
NVML + electrical,0.75,2.4,0,0,0,inf,False
NVML + electrical,0.75,2.5,0,0,0,inf,False
NVML + electrical,0.75,2.6,0,0,0,inf,False
NVML + electrical,0.75,2.7,0,0,0,inf,False
NVML + electrical,0.75,2.8,0,0,0,inf,False
NVML + electrical,0.75,2.9,0,0,0,inf,False
NVML + electrical,0.75,3.0,0,0,0,inf,False
NVML + electrical,0.75,3.1,0,0,0,inf,False
NVML + electrical,0.75,3.2,0,0,0,inf,False
NVML + electrical,0.75,3.3,0,0,0,inf,False
NVML + electrical,0.75,3.4,0,0,0,inf,False
NVML + electrical,0.75,3.5,0,0,0,inf,False
NVML + electrical,0.75,3.6,0,0,0,inf,False
NVML + electrical,0.75,3.7,0,0,0,inf,False
NVML + electrical,0.75,3.8,0,0,0,inf,False
NVML + electrical,0.75,3.9,0,0,0,inf,False
NVML + electrical,0.75,4.0,0,0,0,inf,False
NVML + electrical,0.75,4.1,0,0,0,inf,False
NVML + electrical,0.75,4.2,0,0,0,inf,False
NVML + electrical,0.75,4.3,0,0,0,inf,False
NVML + electrical,0.75,4.4,0,0,0,inf,False
NVML + electrical,0.75,4.5,0,0,0,inf,False
NVML + electrical,0.75,4.6,0,0,0,inf,False
NVML + electrical,0.75,4.7,0,0,0,inf,False
NVML + electrical,0.75,4.8,0,0,0,inf,False
NVML + electrical,0.75,4.9,0,0,0,inf,False
NVML + electrical,0.75,5.0,0,0,0,inf,False
NVML + electrical,0.8,0.3,0,4,0,67.5,True
NVML + electrical,0.8,0.4,0,4,0,75.0,False
NVML + electrical,0.8,0.5,0,4,0,90.0,False
NVML + electrical,0.8,0.6,0,4,0,105.0,False
NVML + electrical,0.8,0.7,0,3,0,105.0,False
NVML + electrical,0.8,0.8,0,1,0,105.0,False
NVML + electrical,0.8,0.9,0,0,0,inf,False
NVML + electrical,0.8,1.0,0,0,0,inf,False
NVML + electrical,0.8,1.1,0,0,0,inf,False
NVML + electrical,0.8,1.2,0,0,0,inf,False
NVML + electrical,0.8,1.3,0,0,0,inf,False
NVML + electrical,0.8,1.4,0,0,0,inf,False
NVML + electrical,0.8,1.5,0,0,0,inf,False
NVML + electrical,0.8,1.6,0,0,0,inf,False
NVML + electrical,0.8,1.7,0,0,0,inf,False
NVML + electrical,0.8,1.8,0,0,0,inf,False
NVML + electrical,0.8,1.9,0,0,0,inf,False
NVML + electrical,0.8,2.0,0,0,0,inf,False
NVML + electrical,0.8,2.1,0,0,0,inf,False
NVML + electrical,0.8,2.2,0,0,0,inf,False
NVML + electrical,0.8,2.3,0,0,0,inf,False
NVML + electrical,0.8,2.4,0,0,0,inf,False
NVML + electrical,0.8,2.5,0,0,0,inf,False
NVML + electrical,0.8,2.6,0,0,0,inf,False
NVML + electrical,0.8,2.7,0,0,0,inf,False
NVML + electrical,0.8,2.8,0,0,0,inf,False
NVML + electrical,0.8,2.9,0,0,0,inf,False
NVML + electrical,0.8,3.0,0,0,0,inf,False
NVML + electrical,0.8,3.1,0,0,0,inf,False
NVML + electrical,0.8,3.2,0,0,0,inf,False
NVML + electrical,0.8,3.3,0,0,0,inf,False
NVML + electrical,0.8,3.4,0,0,0,inf,False
NVML + electrical,0.8,3.5,0,0,0,inf,False
NVML + electrical,0.8,3.6,0,0,0,inf,False
NVML + electrical,0.8,3.7,0,0,0,inf,False
NVML + electrical,0.8,3.8,0,0,0,inf,False
NVML + electrical,0.8,3.9,0,0,0,inf,False
NVML + electrical,0.8,4.0,0,0,0,inf,False
NVML + electrical,0.8,4.1,0,0,0,inf,False
NVML + electrical,0.8,4.2,0,0,0,inf,False
NVML + electrical,0.8,4.3,0,0,0,inf,False
NVML + electrical,0.8,4.4,0,0,0,inf,False
NVML + electrical,0.8,4.5,0,0,0,inf,False
NVML + electrical,0.8,4.6,0,0,0,inf,False
NVML + electrical,0.8,4.7,0,0,0,inf,False
NVML + electrical,0.8,4.8,0,0,0,inf,False
NVML + electrical,0.8,4.9,0,0,0,inf,False
NVML + electrical,0.8,5.0,0,0,0,inf,False
